CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas,,,,,,,,,,,,,,,,,,
Corpus Christi,Marina Arts District,Nueces,TX,US,2020-06-01,more than 100,100,,100,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.caller.com/story/news/local/2020/05/30/corpus-christi-protesters-stand-solidarity-george-floyd/5292728002/,,,,,,,,,,,,,,,,,,,,,,
Cortland,"through Courthouse Park to port Watson street, then down to Main Street",Cortland,NY,US,2020-06-01,about 300,300,,300,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://cortlandstandard.net/2020/06/02/with-anger-in-my-heart-but-hope-for-change/,,,,0,,,,,,,,,,,,,,,,,,
Costa Mesa,South Coast Plaza,Orange,CA,US,2020-06-01,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.ocregister.com/curfew-police-presence-seem-to-discourage-protest-in-costa-mesa-near-south-coast-plaza,,,,,,,,,,,,,,,,,,,,,,
Covington,Covington St. Tammany Justic Center,St. Tammany Parish,LA,US,2020-06-01,about 200,200,,200,,,general protesters,antiracism; against police brutality,1,vigil,0,0,0,0,1,1,https://www.nola.com/news/communities/st_tammany/article_d7cf3b3a-a506-11ea-972c-1ffc03fc5f1c.html,,,,0,,,,,,,,,,,,,,,,,,
Crown Point,Town Square,Lake,IN,US,2020-06-01,about 60; dozens,24,,60,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://twitter.com/annehelen/status/1267657513094144000,https://www.nwitimes.com/news/local/gallery-protesters-gather-in-crown-point/collection_f560db70-7e16-522e-9b3a-0b5e18b2606b.html#1,https://abcnews.go.com/US/wireStory/peaceful-protesters-indiana-marched-armed-residents-71081276,,0,,,,,,,,,,,,,,,,,,
Dallas,Margaret Hunt Hill Bridge,Dallas,TX,US,2020-06-01,about 500; 674 arrests,500,,674,,,general protesters,antiracism; against police brutality,1,protest,674,0,0,0,1,1,https://www.dmagazine.com/frontburner/2020/06/dallas-protests-george-floyd-margaret-hunt-hill-bridge/,https://www.star-telegram.com/news/local/dallas/article243188061.html,https://www.itemonline.com/cnhi_network/floyd-family-members-join-60-000-protesters-at-houston-rally/article_5f5a2d4c-a59f-11ea-b92d-df5ef6dd16c3.html,,0,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Dalton,Harmon Field to Whitfield County Courthouse,Whitfield,GA,US,2020-06-01,,,,,,,general protesters,antiracism; against police brutality,1,protest; march,0,0,0,0,1,1,https://www.dailycitizen.news/news/local_news/its-time-to-start-protesters-in-dalton-seek-true-equality/article_fc237bc3-b50b-5ca7-af3b-31587531ccdb.html,,,,,,,,,,,,,,,,,,,,,,
Decatur,,Macon,IL,US,2020-06-01,,,,,,,general protestors,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://herald-review.com/news/local/public_safety/watch-now-decatur-residents-march-for-black-women-victims-of-brutality/article_d4dc67a5-3a54-57a4-be93-cb8699831f9f.html,,,,,,,,,,,,,,,,,,,,,,
Deming,county Courthouse Park ,Luna,NM,US,2020-06-01,na,9,,9,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.demingheadlight.com/story/news/2020/06/01/deming-citizens-conduct-peaceful-protest-memory-george-floyd/5310990002/,,,,,,,,,,,,,,,,,,,,,,
Denton,downtown,Denton ,TX,US,2020-06-01,probably 4K,4000,,4000,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/phwolfeDRC/status/1267603251433820161,,,,,,,,,,,,,,,,,,,,,,
Denver,,,CO,US,2020-06-01,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.denverpost.com/2020/06/03/denver-protests-live-updates-june-3-george-floyd/,,,,,,,,,,,,,,,,,,,,,,
Des Moines,Statehouse,Des Moines,IA,US,2020-06-01,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://twitter.com/shanevanderhart/status/1267594903565094918,https://www.kcci.com/article/black-lives-matter-protests-in-iowa/32868855#,,,,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Detroit,,Wayne,MI,US,2020-06-01,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.metrotimes.com/news-hits/archives/2020/06/03/protesters-plan-to-rally-against-mayor-duggans-curfew-outside-the-manoogian-mansion,,,,0,,,,,,,,,,,,,,,,,,
Douglasville,Douglas Blvd; Arbor Place Mall,Douglas,GA,US,2020-06-01,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://douglascountysentinel.com/news/11242/douglasville-stages-peaceful-protest/,,,,,,,,,,,,,,,,,,,,,,
Dover,Henry Law Park,Strafford,NH,US,2020-06-01,hundreds,200,,200,,,Project DREAM; local high school students,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://twitter.com/annehelen/status/1267634621430165504,https://twitter.com/WMUR9/status/1267619739318259712,https://www.fosters.com/news/20200601/dover-students-organize-vigil-for-george-floyd-to-protect-rsquoinnocent-black-livesrsquo,https://www.wmur.com/article/vigil-planned-in-dover-over-killing-of-man-in-police-custody/32731715,0,,,,,,,,,,,,,,,,,,
Doylestown,,Bucks,PA,US,2020-06-01,about 400,400,,400,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://6abc.com/upper-darby-police-looting-protest-shopping-district/6225569/,https://patch.com/pennsylvania/doylestown/doylestown-protest-peaceful-no-incident-reported-police,,,,,,,,,,,,,,,,,,,,,
Dublin,Pedestrian Bridge,Franklin,OH,US,2020-06-01,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.10tv.com/article/news/local/protests-go-beyond-downtown-columbus-and-dublin-2020-jun/530-20b01edb-81b2-4e0c-aa10-87712e9da6fa,,,,,,,,,,,,,,,,,,,,,,
Dubuque,Jackson Park,Dubuque,IA,US,2020-06-01,about 100,100,,100,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://kwwl.com/2020/06/01/dubuque-black-lives-protest/,,,,,,,,,,,,,,,,,,,,,,
Durham,Durham County Jail,Durham,NC,US,2020-06-01,at least 1000,1000,,1000,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.newsobserver.com/news/article243199206.html,,,,,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
East Palo Alto,highway,San Mateo,CA,US,2020-06-01,about 100,100,,100,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.paloaltoonline.com/news/2020/06/01/weekend-demonstrations-extend-into-monday-as-peninsula-residents-protest-death-of-george-floyd,,,afternoon,,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
East Palo Alto,outside Police HQ,San Mateo,CA,US,2020-06-01,between 200 and 300,200,,300,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,0,1,https://www.paloaltoonline.com/news/2020/06/01/weekend-demonstrations-extend-into-monday-as-peninsula-residents-protest-death-of-george-floyd,,,afternoon,,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
East Stroudsburg,Dansbury Park in East Stroudsburg to Monroe County Courthouse in Stroudsburg,Monroe,PA,US,2020-06-01,2000; hundreds,200,,2000,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://twitter.com/RepMadden/status/1267609531657396227,https://twitter.com/RepMadden/status/1267637111857057795,https://www.wnep.com/article/news/local/monroe-county/black-lives-matter-protest-in-poconos-draws-in-hundreds-county-sheriff-walks-alongside-demonstrators/523-ccf00c5a-c75a-4fbb-9f68-baae6f0a65e6,,0,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Easton ,,Northampton,PA,US,2020-06-01,3000+,3000,,3000,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/JosephEWelsh/status/1267509224311066625,,,,,,,,,,,,,,,,,,,,,,
Edina,,Hennepin,MN,US,2020-06-01,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://minnesota.cbslocal.com/video/4573546-community-members-in-edina-come-together-to-protest-george-floyds-death/,,,,,,,,,,,,,,,,,,,,,,
Edmonds,,Snohomish,WA,US,2020-06-01,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/ColleenKIROFM/status/1267542647297589248,,,,,,,,,,,,,,,,,,,,,,
El Campo,1200 Block of North Mechanic,Wharton,TX,US,2020-06-01,,,,,,,,antiracism; against police brutality,1,protest,,,,,1,1,http://www.leader-news.com/news/article_a6375f9a-a4e7-11ea-b64c-ef54fffcb8a4.html,,,,,,,,,,,,,,,,,,,,,,
El Centro,County Courthouse,Superior,CA,US,2020-06-01,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.ivpressonline.com/news/local/valley-briefs-peaceful-protest-to-be-held-monday/article_844a533a-a2e2-11ea-b903-b7925e7ee3fc.html,,,,0,,,,,,,,,,,,,,,,,,
El Dorado,Old City Park,Union,AR,US,2020-06-01,about 50,50,,50,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.eldoradonews.com/news/2020/jun/02/el-dorado-residents-say-black-lives-matter/,,,,,,,,,,,,,,,,,,,,,,
El Monte,,Los Angeles,CA,US,2020-06-01,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://heavy.com/news/2020/06/el-monte-protests-all-lives-matter/,,,,,,,,,,,,,,,,,,,,,,
Elgin,E. Chicago Street and Illinois 31; Elgin Police Department,Bastrop,IL,US,2020-06-01,between 150 to 300,150,,300,,,general protesters,antiracism; against police brutality,1,demonstration; protest,0,0,0,0,1,1,https://www.chicagotribune.com/suburbs/elgin-courier-news/ct-ecn-elgin-protest-police-station-george-floyd-st-0603-20200602-mxop6saxmfeajo2li6nw56mxja-story.html,,,,,,,,,,,,,,,,,,,,,,
Elizabeth City,Corsair Circle,Pasquotank,NC,US,2020-06-01,about 300,300,,300,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.dailyadvance.com/news/local/peaceful-protesters-make-history-organizer-says/article_0ea9e2b2-6d70-5da4-8ad6-b89d7a10e36f.html,,,,,,,,,,,,,,,,,,,,,,
Ellensburg,Barge Hall to Ellensburg City Hall,Kittitas,WA,US,2020-06-01,Hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.dailyrecordnews.com/news/hundreds-gather-in-ellensburg-to-speak-out-against-injustice-inequality/article_2145205a-5f0d-52b8-aade-a83e75c39c13.html,,,,,,,,,,,,,,,,,,,,,,
Encinitas,Magic Carpet Ride sculpture,San Diego,CA,US,2020-06-01,,,,,,,general protesters,antiracism; against police brutality,1,vigil,0,0,0,0,1,1,https://www.thecoastnews.com/protesters-gather-at-memorial-for-george-floyd-in-encinitas/,,,,,,,,,,,,,,,,,,,,,,
Escondido,the Escondido Police Department headquarters on Centre City Parkway,San Diego,CA,US,2020-06-01,roughly two dozen,24,,24,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.kpbs.org/news/2020/jun/28/la-mesa-protest-riots-fires-police-george-floyd/,https://www.10news.com/news/local-news/north-county-news/escondido-officers-seen-taking-a-knee-with-anti-police-violence-protesters,,,0,,,,,,,,,,,,,,,,,,
Evans,Lady Antebellum Pavilion,Columbia,GA,US,2020-06-01,hundreds,200,,200,,,CSRA Street Justice Council,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.augustachronicle.com/news/20200530/augusta-demonstrators-promote-peace-over-violence-in-marches-for-racial-justice,https://www.augustachronicle.com/news/20200601/columbia-county-holds-peaceful-protest-in-wake-of-george-floyd-death,,,0,,,,,,,,,,,,,,,,,,
Evans,Evans Towne Center Park ,Columbia,GA,US,2020-06-01,,,,,,,general protesters,antiracism; against police brutality,1,protest; march,0,0,0,0,0,1,https://www.augustachronicle.com/news/20200606/local-law-enforcement-assist-organizers-in-protest-planning-security,,,,,,,,,,,,,,,,,,,,,,
Evansville,riverfront,Vanderburgh,IN,US,2020-06-01,as many as 30,30,,30,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.courierpress.com/story/news/2020/06/02/protesters-gather-peacefully-evansville-riverfront-monday/5314528002/,,,,,,,,,,,,,,,,,,,,,,
Everett,Everett Mall Way,Snohomish,WA,US,2020-06-01,10 to about 60,10,,60,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://myeverettnews.com/2020/06/01/everett-police-handle-people-with-protest-signs-and-guys-with-guns-on-everett-mall-way/,,,,,,,,,,,,,,,,,,,,,,
Fairfield,,Solano,CA,US,2020-06-01,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/scottshafer/status/1267531078626971650,,,,,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Farmington,Animas Valley Mall,San Juan,NM,US,2020-06-01,over 400,400,,400,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.krqe.com/news/protests/police-say-farmington-protest-remained-peaceful/,https://the-journal.com/articles/177864,,,,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Fayetteville,Broncos Square to Murchison Rd,Cumberland,NC,US,2020-06-01,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,march,1,1,0,0,1,1,https://abc11.com/joshua-wiley-officer-benjamin-zacharias-fayetteville-police-department-officers-kneeling/6229684/,https://abc11.com/society/fayetteville-police-kneel-in-solidarity-with-george-floyd-protesters/6226057/,,police knelt but later tased and detained a man,0,,,,,,,,,,,,,,,,,,
Fergus Falls,George B Wright Park,Otter Tail,MN,US,2020-06-01,nearly 150,150,,150,,,general protesters,antiracism; against police brutality,1,vigil,0,0,0,0,1,1,https://kdlmradio.com/news/local/fergus-falls-holds-vigil-george-floyd,,,,0,,,,,,,,,,,,,,,,,,
Findlay,,Hancock,OH,US,2020-06-01,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.wtol.com/gallery/news/local/protests/findlay-protest-gallery/512-8f2c9516-44c4-4b77-89e9-fb6601727267,,,,,,,,,,,,,,,,,,,,,,
Fishers,Fishers Nickel Plate District Ampitheter,Hamilton,IN,US,2020-06-01,several hundred,300,,300,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.indystar.com/picture-gallery/news/local/hamilton-county/fishers/2020/06/02/fishers-protest/5314337002/,,,,,,,,,,,,,,,,,,,,,,
Flower Mound ,,Denton,TX,US,2020-06-01,na,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://twitter.com/Paulspinkrose/status/1267946713622425601,https://www.dallasnews.com/news/2020/06/08/protest-sprouts-in-the-suburbs-of-north-texas-and-beyond-in-wake-of-george-floyds-killing/,,,,,,,,,,,,,,,,,,,,,
Fontana,The corner of Summit Avenue and Lytle Creek Road,San Bernadino ,CA,US,2020-06-01,about 100,100,,100,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.fontanaheraldnews.com/news/update-peaceful-protest-takes-place-in-northwestern-fontana-on-june-1/article_c4a402be-a44f-11ea-8b45-cf6f94340ff8.html,,,,,,,,,,,,,,,,,,,,,,
Fort Collins,Outside Fort Collins Police Services headquarters,Larimer ,CO,US,2020-06-01,about 150,150,,150,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.coloradoan.com/story/news/2020/06/01/monday-protests-over-george-floyds-death-denver-fort-collins/5313273002/,,,,,,,,,,,,,,,,,,,,,,
Fort Worth,Tarrant County Courthouse,Tarrant,TX,US,2020-06-01,about 150; several hundred,150,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.star-telegram.com/news/local/fort-worth/article243220821.html,https://twitter.com/ScottGordonNBC5/status/1267634539158962176,,,,,,,,,,,,,,,,,,,,,
Franklin,Walmart on Armory Drive,Franklin,VA,US,2020-06-01,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.wavy.com/news/regional-news/live-updates-protests-demonstrations-throughout-hampton-roads/,,,,,,,,,,,,,,,,,,,,,,
Fraser,US Highway 40 and County Road 804,Grand,CO,US,2020-06-01,about 40,40,,40,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.skyhinews.com/news/grand-gathers-in-support-of-george-floyd/,,,,,,,,,,,,,,,,,,,,,,
Fredericksburg,Marktplatz,Gillespie,TX,US,2020-06-01,count pic,5,,5,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.fredericksburgstandard.com/news/locals-peacefully-protest-marktplatz,,,,,,,,,,,,,,,,,,,,,,
Fredericksburg,Market Square,Spotsylvania,VA,US,2020-06-01,250-300,250,,300,,,general protester,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://potomaclocal.com/2020/06/01/fredericksburg-protestors-shot-with-rubber-bullets-va-delegate-tear-gassed/,,,,1,,,,,,,,,,,,,,,,,,
Friday Harbor,Courthouse,San Juan ,WA,US,2020-06-01,about 200,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://twitter.com/annehelen/status/1267647846922153984,https://sanjuanislander.com/news-articles/people/31205/peaceful-protest-in-friday-harbor,,,0,,,,,,,,,,,,,,,,,,
Frisco,Eldorado Parkway from Rogers Road to FM 423,Denton,TX,US,2020-06-01,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://twitter.com/briiinelly/status/1267586943459745795,https://www.dallasnews.com/news/2020/06/01/protesters-in-frisco-chant-i-cant-breathe-as-they-march-through-city-in-peaceful-demonstration/,,,,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Gainesville,Virginia Gateway Shopping Center,Prince William,VA,US,2020-06-01,about 500,500,,500,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://twitter.com/littlephotog/status/1267641388767813633,https://www.princewilliamtimes.com/news/photos-hundreds-gather-in-gainesville-for-march-that-spills-onto-roadways-blocking-traffic-monday-night/collection_79ff24d6-a47d-11ea-9b03-07d3b0948e95.html,,,0,,,,,,,,,,,,,,,,1,1,https://twitter.com/KatieRedefer/status/1267585036607512577
Gaithersburg,Rio,Montgomery ,MD,US,2020-06-01,hundreds,200,,200,,,DC Teen Action,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://twitter.com/ponto51/status/1267645510854365185,https://www.wusa9.com/article/news/local/dc/george-floyd-protests-gaithersburg-highway-marching/65-5020d60d-0937-40e7-96f7-0afa7122699b,https://bethesdamagazine.com/bethesda-beat/schools/students-join-current-protest-movement-with-a-rally-march-in-gaithersburg/,,,,,,,,,,,,,,,,,,,,
Gallipolis,Gallipolis City Park Bandstand,Gallia,OH,US,2020-06-01,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.mydailytribune.com/top-stories/53249/residents-march-in-support-of-blm,,,,0,,,,,,,,,,,,,,,,,,
Garrettsville,outside the Village Bookstore,Portage,OH,US,2020-06-01,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,,1,https://www.record-courier.com/news/20200603/small-protest-in-garrettsville-aims-to-start-conversation-about-race,,,,,,,,,,,,,,,,,,,,,,
