CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas,,,,,,,,,,,,,,,,,,
Chillicothe,Yoctangee Park to the Courthouse,Ross,OH,US,2020-06-06,hundreds,200,,200,,,Run Together,antiracism; against police brutality,1,run; protest,0,0,0,0,1,1,https://www.chillicothegazette.com/story/news/2020/06/06/live-coverage-black-lives-matter-chillicothe-protest/3155389001/,,,,,,,,,,,,,,,,,,,,,,
Chino,at Yorba Avenue and Riverside Drive,San Bernardino,CA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.ocregister.com/2020/06/06/more-than-three-dozen-george-floyd-inspired-protests-planned-around-region-today/,,,,,,,,,,,,,,,,,,,,,,
Chula Vista,Chula Vista Community Park,San Diego ,CA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://timesofsandiego.com/politics/2020/06/07/national-guard-leaving-as-large-peaceful-crowds-protest-around-the-county/,https://www.kpbs.org/news/2020/jun/28/la-mesa-protest-riots-fires-police-george-floyd/,,,,,,,,,,,,,,,,,,,,,
Cincinnati,Washington Park,Hamilton,OH,US,2020-06-06,,,,,,,Neighborhoods United,antiracism; against police brutality,1,protest,,,,,1,1,https://www.cincinnati.com/picture-gallery/news/2020/06/06/black-men-suits-march-support-black-lives-matter/3165905001/,,,,,,,,,,,,,,,,,,,,,,
Cincinnati,Fountain Square to Hamilton County Courthouse,Hamilton,OH,US,2020-06-06,hundreds,200,,200,,,Black Men in Suits and Women in Heels; labor unions; Masons; Cincinnati Socialist Alternative; Cincinnati Federation of Teachers,antiracism; against police brutality,1,march,,,,,0,1,https://www.cincinnati.com/picture-gallery/news/2020/06/06/black-men-suits-march-support-black-lives-matter/3165905001/,https://www.wcpo.com/news/local-news/hamilton-county/cincinnati/several-groups-join-together-in-protest-downtown-on-saturday,,,,,,,,,,,,,,,,,,,,,
Cincinnati ,City Hall to the National Underground Railroad Freedom Center,Hamilton,OH,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.cincinnati.com/story/news/2020/06/06/cincinnati-saturday-demonstrations-open-men-suits-fountain-square/3163368001/,,,,,,,,,,,,,,,,,,,,,,
Clarksdale,Delta Museum,Coahoma,MS,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,rally; march,0,0,0,0,1,1,https://www.pressregister.com/front-page-slideshow/rally-march-set-saturday-clarksdale#sthash.AwQ12btl.dpbs,,,,0,,,,,,,,,,,,,,,,,,
Clarksville,Veterans Plaza,Montgomery ,TN,US,2020-06-06,about 300,300,,300,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.theleafchronicle.com/story/news/2020/06/06/hundreds-gather-breathe-clarksville-gets-underway-veterans-plaza/3159606001/,,,,,,,,,,,,,,,,,,,,,,
Clayton,,Rabun,GA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.theclaytontribune.com/local-news/marchers-pray-unity,,,no access to source link,,,,,,,,,,,,,,,,,,,
Clearlake,Redbud Park ,Lake,CA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,march; protest,0,0,0,0,1,1,https://www.record-bee.com/2020/06/08/peacefully-protesting-for-change/,,,,,,,,,,,,,,,,,,,,,,
Cleveland,Second district police station,Cuyhoga,OH,US,2020-06-06,more than 1500,1500,,1500,,,general protesters,antiracism; against police brutality,1,march,,,,,1,1,https://fox8.com/news/northeast-ohioans-rally-together-in-name-of-man-shot-killed-by-cleveland-officer/,,,,,,,,,,,,,,,,,,,,,,
Clinton,,Worcester,MA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.telegram.com/photogallery/WT/20200607/PHOTOGALLERY/607009993/PH/1,,,,,,,,,,,,,,,,,,,,,,
Clinton Township,Sterling Heights to Clinton Township,,MI,US,2020-06-06,about 5000,5000,,5000,,,general protesters,antiracism; against police brutality and for racial justice,0,march,0,0,0,0,1,1,https://www.candgnews.com/news/teens-reflect-on-organizinghall-road-protest-117805,,,,,,,,,,,,,,,,,,,,,,
Cocoa,Barton Avenue and State Road 520 ,Brevard,FL,US,2020-06-06,thousands,2000,,2000,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.floridatoday.com/story/news/2020/06/06/angry-and-tired-thousands-march-justice-protesters-say-no-more/3148561001/,https://www.wesh.com/article/orlando-protests-rain-george-floyd/32788971,,also Rockledge,,,,,,,,,,,,,,,,,,,
Colchester,Bayside Park,Chittenden,VT,US,2020-06-06,a few dozen,36,,36,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.wcax.com/content/news/Dozens-call-for-racial-justice-equality-in-Colchester--571078031.html,,,,,,,,,,,,,,,,,,,,,,
Collinsville,Main Street,Rogers,IL,US,2020-06-06,about 300,300,,300,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.stltoday.com/news/local/about-300-demonstrators-gather-in-collinsville-to-condemn-racism/article_25e10be0-9bfb-5741-b4fd-c69791ef18a0.html,,,,,,,,,,,,,,,,,,,,,,
Collinsville,,Rogers,MO,US,2020-06-06,about 300,300,,300,,,general protesters,antiracism; against police brutality,1,march,,,,,1,1,https://www.stltoday.com/news/local/about-300-demonstrators-gather-in-collinsville-to-condemn-racism/article_25e10be0-9bfb-5741-b4fd-c69791ef18a0.html,https://www.wcpo.com/news/local-news/hamilton-county/cincinnati/several-groups-join-together-in-protest-downtown-on-saturday,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,city hall,El Paso,CO,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/MattKrdo/status/1269382358412730369,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,Acacia Park,El Paso,CO,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.koaa.com/news/covering-colorado/religious-leaders-hold-peace-rally-to-help-with-racial-tensions,,,,,,,,,,,,,,,,,,,,,,
Columbia,Finlay Park,Richland,SC,US,2020-06-06,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.postandcourier.com/news/on-second-weekend-of-protests-in-sc-activists-say-they-wont-stop-until-demands-are/article_c98dadee-a72d-11ea-b826-df19aa66562b.html,,,,,,,,,,,,,,,,,,,,,,
Columbus,Fourth St Missionary Baptist Church to Gov't Center,Muscogee,GA,US,2020-06-06,more than 75,75,,75,,,National Pan-Hellenic Council,antiracism; against police brutality,1,"protest, march",0,0,0,0,1,1,https://www.ledger-enquirer.com/news/local/article243333541.html,https://www.ledger-enquirer.com/news/local/article243368441.html,,,,,,,,,,,,,,,,,,,,,
Columbus,Popeyes to Citizen Services Center,Muscogee,GA,US,2020-06-06,more than 150,150,,150,,,general protesters,antiracism; against police brutality,1,"protest, march",,,,,0,1,https://www.ledger-enquirer.com/news/local/article243333541.html,,,,,,,,,,,,,,,,,,,,,,
Columbus,Statehouse,Franklin,OH,US,2020-06-06,thousands,2000,,2000,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.dispatch.com/news/20200606/thousands-march-from-bexley-other-points-in-peaceful-demonstrations,,,,,,,,,,,,,,,,,,,,,,
Columbus ,from the old Rite Aid store on Wynnton Road to the Citizens Service Center,Muscogee,GA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.ledger-enquirer.com/news/local/article243334361.html,,,,,,,,,,,,,,,,,,,,,,
Columbus ,Hale Hall at Ohio State University ,Delaware,OH,US,2020-06-06,more than 350,350,,350,,,Ohio State student organizations,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.thelantern.com/2020/06/students-organize-peaceful-protest-through-campus/,,,,,,,,,,,,,,,,,,,,,,
Concord,NH State House,Merrimack,NH,US,2020-06-06,1000; nearly 2000,1000,,2000,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.unionleader.com/news/social_issues/concord-march-draws-1-000/article_9dbee625-c9ba-59b8-a857-2db8a15739f6.html?block_id=664693,https://www.concordmonitor.com/Africans-Americans-are-being-heard-now-what-34666525,https://www.concordmonitor.com/Concord-City-Council-to-seek-community-input-racial-inequities-34683294,,0,,,,,,,,,,,,,,,,,,
Conway,Conway Courthouse,Horry,SC,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest; march,0,0,0,0,1,1,https://www.myrtlebeachonline.com/news/local/article243339011.html,,,two protests,,,,,,,,,,,,,,,,,,,
Conway,from Whittemore Park Middle School up Sixteenth Avenue,Horry,SC,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest; march,0,0,0,0,0,1,https://www.myrtlebeachonline.com/news/local/article243339011.html,,,two protests,,,,,,,,,,,,,,,,,,,
Conway,up Sixteenth Avenue,Horry ,SC,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest; march,0,0,0,0,1,1,https://www.myrtlebeachonline.com/news/local/article243339011.html,,,,,,,,,,,,,,,,,,,,,,
Conway ,near Whittemore Park Middle School,Horry,SC,US,2020-06-06,more than 50,50,,50,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.myrtlebeachonline.com/news/local/article243331111.html,,,,,,,,,,,,,,,,,,,,,,
Cookeville,Putnam County Justice Center,Putnam ,TN,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,"http://herald-citizen.com/stories/youth-speak-for-change,42550",,,,,,,,,,,,,,,,,,,,,,
Coos Bay,US Highway 101,Coos,OR,US,2020-06-06,almost 400,400,,400,,,general protesters,antiracism; against police brutality,1,protest,1,0,0,0,1,1,https://theworldlink.com/news/local/gun-drawn-on-peaceful-protesters-in-coos-bay/article_43e9eb32-a83e-11ea-99c1-6395257f990a.html,,,,,,,,,,,,,,,,,,,,,,
Coraopolis,down 5th Ave.,Allegheny,PA,US,2020-06-06,a crowd,,,,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.post-gazette.com/local/city/2020/06/06/george-floyd-black-lives-matter-protests-pittsburgh-east-liberty-bakery-square-coraopolis-upper-st-clair/stories/202006060039,,,,,,,,,,,,,,,,,,,,,,
Corbin,Fountain Park; Main Street; Freedom Park; Lawrence W. Wetherby Gymnasium,Whitley,KY,US,2020-06-06,about 250; about 100,100,,250,,,general protesters,antiracism; against police brutality; Black Lives Matter,1,protest,0,0,0,0,1,1,https://twitter.com/annehelen/status/1268980715615473664,https://www.kentucky.com/news/state/kentucky/article243341051.html,https://www.thetimestribune.com/news/local_news/protesters-march-around-downtown-corbin-saturday-night/article_fbe44744-d57d-5970-80b7-91a48f740f7b.html,,0,,,,,,,,,,,,,,,,,,
Corning,,Steuben,NY,US,2020-06-06,about 700,700,,700,,,Corning BLM; general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.stargazette.com/picture-gallery/news/2020/06/06/corning-black-lives-matter-march-draws-hundreds-elmira-new-york-george-floyd/3167249001/,https://www.stargazette.com/picture-gallery/news/2020/06/06/corning-black-lives-matter-march-draws-hundreds-elmira-new-york-george-floyd/3167249001/,https://www.stargazette.com/story/news/2020/06/06/elmira-daily-protesters-take-corning-march/3163120001/,,0,,,,,,,,,,,,,,,,,,
Coshocton,Coshocton Court Square,Coshocton,OH,US,2020-06-06,around 350,350,,350,,,general protesters,antiracism; against police brutality,1,"protest, march",0,0,0,0,1,1,https://www.coshoctontribune.com/picture-gallery/news/local/2020/06/07/coshocton-gathers-social-justice-protest/3167743001/,,,,,,,,,,,,,,,,,,,,,,
Costa Mesa,at Schiffer Park on Bear Street; south of the San Diego (405) Freeway,Orange,CA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.ocregister.com/2020/06/06/more-than-three-dozen-george-floyd-inspired-protests-planned-around-region-today/,,,,,,,,,,,,,,,,,,,,,,
Coudersport,,Tioga,PA,US,2020-06-06,dozens,24,,24,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,http://www.tiogapublishing.com/potter_leader_enterprise/news/local/dozens-show-up-for-coudersport-blm-protest-organized-by-10th-grader/article_a84368b5-28aa-5978-b1ca-fbc3ba9dceef.html#utm_campaign=blox&utm_source=twitter&utm_medium=social,https://www.facebook.com/PotterLeaderEnterprise/posts/3038608862888794,,,,,,,,,,,,,,,,,,,,,
Crawfordsville,Lane Place,Montgomery ,IN,US,2020-06-06,more than 100,100,,100,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,"https://www.journalreview.com/stories/peaceful-protest,122233",,,,,,,,,,,,,,,,,,,,,,
Crown Point,,Lake,IN,US,2020-06-06,dozens,24,,24,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.khou.com/article/news/nation-world/armed-bystanders-indiana-crown-point-george-floyd-protests/507-6ec4f916-e6c9-4f59-83d2-76883f5efea2,,,,,,,,,,,,,,,,,,,,,,
Crystal Lake,Depot Park,McHenry,IL,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,,,,,,1,1,https://www.nwherald.com/2020/06/06/peaceful-protesters-talk-institutional-change-in-crystal-lake/a7fdmvp/,https://www.nwherald.com/2020/06/06/video-second-day-of-protest-underway-in-downtown-crystal-lake/a7l7t3z/,,,,,,,,,,,,,,,,,,,,,
Culpeper,Yowell Meadow Park,Culpeper,VA,US,2020-06-06,700-800,700,,800,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.starexponent.com/news/peaceful-protest-in-culpeper-draws-hundreds/article_ed75a36d-89c1-537e-844b-1f9ac7388832.html,https://starexponent.com/news/hometown-profile-good-relations-between-lawmen-protesters-breed-peace-in-culpeper/article_e25e628d-c132-53ea-a93f-83f6aa08bfa0.html,,,,,,,,,,,,,,,,,,,,,
Culver City,,Los Angeles,CA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.nbclosangeles.com/local/peaceful-protests-in-culver-city-and-century-city/2376029/,,,,,,,,,,,,,,,,,,,,,,
Cumming,Forsyth County Courthouse,Forsyth,GA,US,2020-06-06,about 900,900,,900,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.11alive.com/article/news/local/mynews/cumming/forsyth-county-saturday-protest/85-b2a195cd-a851-407c-bec3-9909f59b46b8,https://www.forsythnews.com/news/public-safety/not-in-this-county-anymore-900-gather-on-second-day-of-protests-in-cumming/,,,,,,,,,,,,,,,,,,,,,
Cupertino,"police substation, at 1601 DeAnza Blvd",Santa Clara,CA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest; march,,,,,1,1,https://sanfrancisco.cbslocal.com/2020/06/06/demonstrators-san-francisco-across-california-protest-rallies-saturday/,,,,,,,,,,,,,,,,,,,,,,
Dallas,downtown,Dallas,TX,US,2020-06-06,about 3000,3000,,3000,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://dfw.cbslocal.com/2020/06/06/thousands-march-downtown-dallas-saturday-day-9-protests/,https://www.fox7austin.com/news/thousands-show-up-for-peaceful-protest-in-downtown-dallas-saturday,,,,,,,,,,,,,,,,,,,,,
Damascus,Woodfield Road,Montgomery ,MD,US,2020-06-06,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.localdvm.com/community/peaceful-demonstrations-held-within-montgomery-county/,,,,,,,,,,,,,,,,,,,,,,
Danbury,Rogers Park to Danbury Police Station,Fairfield,CT,US,2020-06-06,roughly 1000,1000,,1000,,,general protesters,antiracism; against police brutality,1,protest; march,0,0,0,0,1,1,https://www.newstimes.com/local/article/Danbury-protests-after-travesty-of-George-15322090.php,,,,,,,,,,,,,,,,,,,,,,
Danbury ,from Rogers Park to the Danbury Police Station ,Fairfield,CT,US,2020-06-06,nearly 1000,1000,,1000,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.thehour.com/local/article/Black-Lives-Matter-rally-planned-in-Brookfield-15349990.php,Future. ,,,,,,,,,,,,,,,,,,,,,
Danville,City Hall; Main St; County Courthouse,Boyle,KY,US,2020-06-06,about 400,400,,400,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.amnews.com/2020/06/08/danville-has-second-peaceful-protest/,,,,,,,,,,,,,,,,,,,,,,
Danville,,Danville City,VA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/hey_ebie/status/1269386661063991296,,,,,,,,,,,,,,,,,,,,,,
Dartmouth,Dartmoutht Mall,Bristol ,MA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.southcoasttoday.com/photogallery/NB/20200606/NEWS/606009997/PH/1,,,,,,,,,,,,,,,,,,,,,,
Dayton,Courthouse Square,Montgomery,OH,US,2020-06-06,roughly 300,300,,300,,,general protesters,antiracism; against police brutality,1,protest; march,0,0,0,0,1,1,https://www.daytondailynews.com/news/local/hundreds-protest-downtown-dayton-today-what-happening/WElRJAUWdzcvhjIkiPjv1J/,,,,,,,,,,,,,,,,,,,,,,
Defiance,,Defiance,OH,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.crescent-news.com/news/local_news/protesting-in-defiance/article_a46f8f50-8850-5ad9-ad4a-73dcc87bea00.html,,,,,,,,,,,,,,,,,,,,,,
Delhi,Courthouse Square,Delaware,NY,US,2020-06-06,more than 700; more than 500;  roughly 500 to 700,500,,700,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.thedailystar.com/news/local_news/rally-in-delhi-draws-hundreds-honoring-black-lives/article_5f3f7b9e-5ad1-582f-b4c4-d6da8e30b302.html,https://www.thedailystar.com/news/local_news/honoring-black-lives-rally-in-delhi/collection_a2f3192e-a84c-11ea-9ee7-6f099fdf5c7c.html,https://therivernewsroom.com/at-the-black-lives-matter-protests-in-the-hudson-valley/,https://www.allotsego.com/700-protesters-decry-racisms-endurance-at-delhi-courthouse/,,,,,,,,,,,,,,,,,,,
Delran ,Delran Middle ,Burlington ,NJ,US,2020-06-06,almost 1000,1000,,1000,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.burlingtoncountytimes.com/news/20200606/delran-black-lives-matter-protest-stays-peaceful-sparks-conversation,,,,,,,,,,,,,,,,,,,,,,
Denver,State Capitol Bldg,Denver,CO,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest; march,,,,,1,1,https://www.koaa.com/news/local-news/broncos-players-join-protests-as-10th-day-of-demonstrations-take-shape-in-denver,,,,,,,,,,,,,,,,,,,,,,
Denver,Civic Center Park,Denver,CO,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,rally,,,,,0,1,https://the-journal.com/articles/178291-broncos-players-coaches-join-floyd-demonstration-in-denver,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver Performing Arts Ctr; Civic Center,Denver,CO,US,2020-06-06,hundreds,200,,,,,Denver Broncos & fans,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.lamarledger.com/2020/06/06/broncos-players-coaches-support-community-downtown-march/,https://durangoherald.com/articles/327371-broncos-players-coaches-lead-george-floyd-demonstration-in-denver,https://www.midfloridanewspapers.com/highlands_news-sun/broncos-join-floyd-demonstration-in-denver/article_91633bec-a8df-11ea-bea5-1f59625e8433.html,,1,,,,,,,,,,,,,,,,,,
Denver,Civic Center Park ,Denver,CO,US,2020-06-06,thousands,2000,,2000,,,Denver Broncos players and staff,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://denver.cbslocal.com/2020/06/06/denver-broncos-protests-george-floyd/,,,,,,,,,,,,,,,,,,,,,,
Derby,city hall,New Haven,CT,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://ctmirror.org/2020/06/06/racial-justice-protests-continue-across-connecticut-despite-warnings-about-covid-19-infections/,https://ctdems.org/connecticut-protests-for-racial-justice-2020/,,met up with Shelton protest,0,,,,,,,,,,,,,,,,,,
Derry,MacGregor Park,,NH,US,2020-06-06,approximately 100,100,,100,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.derrynews.com/news/park-rally-offers-peaceful-support/article_16f421a7-00c5-5a87-a234-6333c18ed9f2.html,,,,,,,,,,,,,,,,,,,,,,
Des Moines,Wells Fargo Arena to City Hall,Polk,IA,US,2020-06-06,thousands,2000,,2000,,,general protesters,antiracism; against police brutality,1,protest; march,0,0,0,0,1,1,https://www.desmoinesregister.com/story/news/2020/06/06/george-floyd-des-moines-black-lives-matter-protests-updates-demonstrations-saturday-iowa-prayer/3161769001/,https://www.kcci.com/article/black-lives-matter-protests-in-iowa/32868855#,,,,,,,,,,,,,,,,,,,,,
Detroit,Gratiot Ave; Ferndale Area District Library,Macomb,MI,US,2020-06-06,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest; march,,,,,1,1,https://www.detroitnews.com/picture-gallery/news/local/oakland-county/2020/06/06/protesters-march-9th-day/3166425001/,https://www.detroitnews.com/story/news/local/macomb-county/2020/06/06/macomb-county-march-against-police-brutality/3160446001/,,,,,,,,,,,,,,,,,,,,,
Dillingham,Harbor; Police Department,Dillingham,AK,US,2020-06-06,around 80,80,,80,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.kdlg.org/post/around-80-people-march-solidarity-black-lives-matter-dillingham#stream/0,,,,,,,,,,,,,,,,,,,,,,
Dodge City,El Capitan,Ford,KS,US,2020-06-06,,,,,,,United for Change,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.dodgeglobe.com/news/20200608/united-for-change-event-makes-voices-heard,,,,,,,,,,,,,,,,,,,,,,
Dolores,Joe Rowell Park,Montezuma,CO,US,2020-06-06,over 100,100,,100,,,general protesters,antiracism; against police brutality,1,vigil,0,0,0,0,1,1,https://the-journal.com/articles/178297,,,,,,,,,,,,,,,,,,,,,,
Doral,Trump Golf Resort,Miami-Dade,FL,US,2020-06-06,about 100,100,,100,,,Latinos for BLM,anti-Trump; antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://abc13.com/politics/protesters-pour-into-dc-for-citys-largest-demonstration-yet/6234899/,https://www.wesh.com/article/week-ahead-june-28-2020/32985823,,,0,,,,,,,,,,,,,,,,,,
Dover,Legislative Hall,Kent,DE,US,2020-06-06,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest; march,,,,,1,1,https://www.delawareonline.com/picture-gallery/news/2020/06/06/protesters-march-through-dover-saturday/3167015001/,,,,,,,,,,,,,,,,,,,,,,
Downingtown,,Chester,PA,US,2020-06-06,photos,100,,200,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/moclifff/status/1269363319875547137,https://andrewkeyes.zenfolio.com/p776355445,,,,,,,,,,,,,,,,,,,,,
Du Quoin,,Perry,IL,us,2020-06-06,200; more than 200,200,,200,,,general protesters,antiracism; against police brutality,1,,0,0,0,0,1,1,http://www.duquoin.com/news/20200610/black-lives-matter-comes-to-du-quoin,https://thesouthern.com/news/local/more-than-200-attend-black-lives-matter-rally-in-du-quoin/article_7e7b870b-06a5-5192-b761-18003ef74601.html,,,,,,,,,,,,,,,,,,,,,
DuBois,,Clearfield,PA,US,2020-06-06,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.connectradio.fm/2020/06/05/peaceful-protests-scheduled-for-dubois-clearfield-st-marys/,https://www.connectradio.fm/2020/06/06/clearfield-protests-are-peaceful-with-few-issues-dubois-protest-saturday/,http://wakenthemuse.com/2020/06/07/small-town-protest-for-black-lives-matter/,,,,,,,,,,,,,,,,,,,,
Durham,Strong School to Town Green,Middlesex,CT,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://ctmirror.org/2020/06/06/racial-justice-protests-continue-across-connecticut-despite-warnings-about-covid-19-infections/,https://ctdems.org/connecticut-protests-for-racial-justice-2020/,,,0,,,,,,,,,,,,,,,,,,
Durham,Central Park,Durham,NC,US,2020-06-06,300,300,,300,,,Durham Health Care Workers,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.heraldsun.com/news/local/article243335201.html,https://www.newsobserver.com/news/local/article243335201.html,,,,,,,,,,,,,,,,,,,,,
Durham,CCB Plaza,Durham,NC,US,2020-06-06,400,400,,400,,,teens,antiracism; against police brutality,1,protest,0,0,0,0,0,1,https://www.heraldsun.com/news/local/article243335201.html,,,,,,,,,,,,,,,,,,,,,,
East Lyme,Samuel Peretz Park,New London,CT,US,2020-06-06,,,,,,,East Lyme DTC,antiracism; against police brutality,1,protest,,,,,1,1,https://ctmirror.org/2020/06/06/racial-justice-protests-continue-across-connecticut-despite-warnings-about-covid-19-infections/,https://ctdems.org/connecticut-protests-for-racial-justice-2020/,Niantic: https://www.ctpost.com/local/article/George-Floyd-protests-over-the-weekend-continue-15323299.php,,0,,,,,,,,,,,,,,,,,,
East Tawas,Harbor Park,Iosco,MI,US,2020-06-06,dozens,24,,24,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.wnem.com/protest-in-east-tawas/video_ecf9785c-31de-5dda-9da2-e8936a0d234e.html,,,,,,,,,,,,,,,,,,,,,,
Easton,,Talbot,MD,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.stardem.com/photos-from-easton-rally-6-06-20/image_27df70b1-da6e-5530-8a32-f8189034e8a9.html,,,,,,,,,,,,,,,,,,,,,,
Easton,the Talbot County Court House,Talbot,MD,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,rally,,,,,1,1,https://www.stardem.com/spotlight/organizers-police-hope-for-peaceful-protest-june-6/article_79aa8dc7-6ef9-5caf-91a6-0268bedad0ba.html,,,,,,,,,,,,,,,,,,,,,,
Ebensburg,,Cambria,PA,US,2020-06-06,dozens,24,,24,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.fox8tv.com/newspost/ebensburg-blm-march/,https://www.facebook.com/events/646098619304812/,,,,,,,,,,,,,,,,,,,,,
Edmond,2nd street; police department,Oklahoma,OK,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://oklahoman.com/gallery/6041397/demonstrators-gather-in-edmond-for-rally,,,,,,,,,,,,,,,,,,,,,,
Edmond,the Sprouts Farmer's Market to the Edmond Police Department,Oklahoma,OK ,US,2020-06-06,dozens,24,,24,,,general protesters,antiracism; against police brutality,1,protest; march,0,0,0,0,1,1,https://oklahoman.com/article/5664046/edmond-protesters-recall-isaiah-lewis-death,,,,,,,,,,,,,,,,,,,,,,
Edwardsville,the Madison County Courthouse and Administration Building plaza,Madison,IL,US,2020-06-06,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.stltoday.com/news/multimedia/pictures/hundreds-rally-for-black-lives-matter-in-downtown-edwardsville/collection_744cfeb0-54b7-5368-a761-3ecc98a413e6.html,,,,,,,,,,,,,,,,,,,,,,
